OBJECTID,IDTRAMO,FECHAACTUAL,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,Shape__Length
274,4_362764_125__263_I,20240628,4,362764,061,6-1,1,1,125,,263,23,TI,I,MONCLOA,28,079,MADRID,A,Paseo de Moret N 1,20181129,20181201,,1310.347,25.65,4,90,14,,,4__6_1____1_IT_1_4_125__263_TI_I_23,,,,4__6_1__,1310.35104041554
275,4_362765_125__264_I,20240628,4,362765,062,6-2,1,1,125,,264,7,TI,I,MONCLOA,28,079,MADRID,A,Paseo de Moret N 1,20181129,20181201,,551.606,25.57,4,90,14,,,4__6_2____1_IT_1_4_125__264_TI_I_7,,,,4__6_2__,551.60876345558
276,4_362764_126__265_I,20240628,4,362764,061,6-1,1,1,126,,265,24,TI,I,ARGÜELLES,28,079,MADRID,A,Calle de Alberto Aguilera N 72,20181129,20181201,,553.161,25.65,4,93,68,,,4__6_1____1_IT_1_4_126__265_TI_I_24,,,,4__6_1__,553.163146516079
277,4_362765_126__266_I,20240628,4,362765,062,6-2,1,1,126,,266,6,TI,I,ARGÜELLES,28,079,MADRID,A,Calle de Alberto Aguilera N 72,20181129,20181201,,1353.567,25.57,4,93,68,,,4__6_2____1_IT_1_4_126__266_TI_I_6,,,,4__6_2__,1353.56976874826
278,4_362764_127__267_I,20240628,4,362764,061,6-1,1,1,127,,267,25,TI,I,PRINCIPE PIO,28,079,MADRID,A,Paseo de la Florida N 2,20181129,20181201,,1354.014,25.65,4,90,18,,,4__6_1____1_IT_1_4_127__267_TI_I_25,,,,4__6_1__,1354.01659381539
279,4_362765_127__268_I,20240628,4,362765,062,6-2,1,1,127,,268,5,TI,I,PRINCIPE PIO,28,079,MADRID,A,Paseo de la Florida N 2,20181129,20181201,,1132.651,25.57,4,90,18,,,4__6_2____1_IT_1_4_127__268_TI_I_5,,,,4__6_2__,1132.65223015824
280,4_362764_128__269_I,20240628,4,362764,061,6-1,1,1,128,,269,26,TI,I,PUERTA DEL ANGEL,28,079,MADRID,A,Paseo de Extremadura N 26,20181129,20181201,,1140.39,25.65,4,93,306,,,4__6_1____1_IT_1_4_128__269_TI_I_26,,,,4__6_1__,1140.39140257413
281,4_362765_128__270_I,20240628,4,362765,062,6-2,1,1,128,,270,4,TI,I,PUERTA DEL ANGEL,28,079,MADRID,A,Paseo de Extremadura N 26,20181129,20181201,,1034.391,25.57,4,93,306,,,4__6_2____1_IT_1_4_128__270_TI_I_4,,,,4__6_2__,1034.3881059208
282,4_362764_129__271_I,20240628,4,362764,061,6-1,1,1,129,,271,27,TI,I,ALTO DE EXTREMADURA,28,079,MADRID,A,Paseo de Extremadura N 154,20181129,20181201,,1032.064,25.65,4,93,135,,,4__6_1____1_IT_1_4_129__271_TI_I_27,,,,4__6_1__,1032.06091933157
283,4_362765_129__272_I,20240628,4,362765,062,6-2,1,1,129,,272,3,TI,I,ALTO DE EXTREMADURA,28,079,MADRID,A,Paseo de Extremadura N 154,20181129,20181201,,941.598,25.57,4,93,135,,,4__6_2____1_IT_1_4_129__272_TI_I_3,,,,4__6_2__,941.597317246885
284,4_362764_130__273_I,20240628,4,362764,061,6-1,1,1,130,,273,28,TI,I,LUCERO,28,079,MADRID,A,Calle de las Higueras N 47,20181129,20181201,,937.219,25.65,4,93,262,,,4__6_1____1_IT_1_4_130__273_TI_I_28,,,,4__6_1__,937.218095679282
285,4_362765_130__274_I,20240628,4,362765,062,6-2,1,1,130,,274,2,TI,I,LUCERO,28,079,MADRID,A,Calle de las Higueras N 47,20181129,20181201,,784.884,25.57,4,93,262,,,4__6_2____1_IT_1_4_130__274_TI_I_2,,,,4__6_2__,784.882243142092
286,4_363175_132__277_I,20240628,4,363175,071,7a,1,1,132,,277,2,TI,I,LAS MUSAS,28,079,MADRID,A,Avda de Niza N 61,20190308,20190323,,1053.3618,27.77,4,93,255,,,4__7_A____1_IT_1_4_132__277_TI_I_2,,,,4__7_A__,1053.36492886137
287,4_363176_132__278_I,20240628,4,363176,071,7a,2,1,132,,278,23,TI,I,LAS MUSAS,28,079,MADRID,A,Avda de Niza N 61,20190308,20190323,,866.723,27.77,4,93,255,,,4__7_A____2_IT_1_4_132__278_TI_I_23,,,,4__7_A__,866.723716865527
288,4_363175_133__279_I,20240628,4,363175,071,7a,1,1,133,,279,3,TI,I,SAN BLAS,28,079,MADRID,A,Calle de Pobladura del Valle N 27,20190308,20190323,,869.567,27.77,4,93,326,,,4__7_A____1_IT_1_4_133__279_TI_I_3,,,,4__7_A__,869.567352988826
289,4_363176_133__280_I,20240628,4,363176,071,7a,2,1,133,,280,22,TI,I,SAN BLAS,28,079,MADRID,A,Calle de Pobladura del Valle N 27,20190308,20190323,,839.048,27.77,4,93,326,,,4__7_A____2_IT_1_4_133__280_TI_I_22,,,,4__7_A__,839.048556998415
290,4_363175_134__281_I,20240628,4,363175,071,7a,1,1,134,,281,4,TI,I,SIMANCAS,28,079,MADRID,A,Calle del Castillo de Madrigal de las Altas Torres N 15,20190308,20190323,,843.958,27.77,4,93,346,,,4__7_A____1_IT_1_4_134__281_TI_I_4,,,,4__7_A__,843.958637874073
291,4_363176_134__282_I,20240628,4,363176,071,7a,2,1,134,,282,21,TI,I,SIMANCAS,28,079,MADRID,A,Calle del Castillo de Madrigal de las Altas Torres N 15,20190308,20190323,,813.718,27.77,4,93,346,,,4__7_A____2_IT_1_4_134__282_TI_I_21,,,,4__7_A__,813.71824368291
292,4_363175_136__285_I,20240628,4,363175,071,7a,1,1,136,,285,6,TI,I,ASCAO,28,079,MADRID,A,Calle de Ascao N 29,20190308,20190323,,788.088,27.77,4,93,146,,,4__7_A____1_IT_1_4_136__285_TI_I_6,,,,4__7_A__,788.088313182074
293,4_363176_136__286_I,20240628,4,363176,071,7a,2,1,136,,286,19,TI,I,ASCAO,28,079,MADRID,A,Calle de Ascao N 29,20190308,20190323,,706.655,27.77,4,93,146,,,4__7_A____2_IT_1_4_136__286_TI_I_19,,,,4__7_A__,706.658493633431
294,4_363175_137__287_I,20240628,4,363175,071,7a,1,1,137,,287,7,TI,I,PUEBLO NUEVO,28,079,MADRID,A,Calle de Alcalá N 372,20190308,20190323,,706.009,27.77,4,93,305,,,4__7_A____1_IT_1_4_137__287_TI_I_7,,,,4__7_A__,706.013280717948
295,4_363176_137__288_I,20240628,4,363176,071,7a,2,1,137,,288,18,TI,I,PUEBLO NUEVO,28,079,MADRID,A,Calle de Alcalá N 372,20190308,20190323,,983.841,27.77,4,93,305,,,4__7_A____2_IT_1_4_137__288_TI_I_18,,,,4__7_A__,983.842057599504
296,4_363175_139__292_I,20240628,4,363175,071,7a,1,1,139,,292,9,TI,I,PARQUE DE LAS AVENIDAS,28,079,MADRID,A,Avda de Bruselas N 56,20190308,20190323,,925.965,27.77,4,93,289,,,4__7_A____1_IT_1_4_139__292_TI_I_9,,,,4__7_A__,925.963295127215
297,4_363176_139__293_I,20240628,4,363176,071,7a,2,1,139,,293,16,TI,I,PARQUE DE LAS AVENIDAS,28,079,MADRID,A,Avda de Bruselas N 56,20190308,20190323,,725.644,27.77,4,93,289,,,4__7_A____2_IT_1_4_139__293_TI_I_16,,,,4__7_A__,725.642935946866
298,4_363175_140__294_I,20240628,4,363175,071,7a,1,1,140,,294,10,TI,I,CARTAGENA,28,079,MADRID,A,Avda de América N 35,20190308,20190323,,720.828,27.77,4,93,167,,,4__7_A____1_IT_1_4_140__294_TI_I_10,,,,4__7_A__,720.826265656055
299,4_363176_140__295_I,20240628,4,363176,071,7a,2,1,140,,295,15,TI,I,CARTAGENA,28,079,MADRID,A,Avda de América N 35,20190308,20190323,,709.802,27.77,4,93,167,,,4__7_A____2_IT_1_4_140__295_TI_I_15,,,,4__7_A__,709.799748966319
300,4_363175_141__296_I,20240628,4,363175,071,7a,1,1,141,,296,11,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,20190308,20190323,,718.249,27.77,4,90,4,,,4__7_A____1_IT_1_4_141__296_TI_I_11,,,,4__7_A__,718.246706389459
301,4_363176_141__297_I,20240628,4,363176,071,7a,2,1,141,,297,14,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,20190308,20190323,,1103.585,27.77,4,90,4,,,4__7_A____2_IT_1_4_141__297_TI_I_14,,,,4__7_A__,1103.5806504308
302,4_363175_144__303_I,20240628,4,363175,071,7a,1,1,144,,303,14,TI,I,CANAL,28,079,MADRID,A,Calle de Cea Bermúdez N 1,20190308,20190323,,479.786,27.77,4,93,163,,,4__7_A____1_IT_1_4_144__303_TI_I_14,,,,4__7_A__,479.783879933021
303,4_363176_144__304_I,20240628,4,363176,071,7a,2,1,144,,304,11,TI,I,CANAL,28,079,MADRID,A,Calle de Cea Bermúdez N 1,20190308,20190323,,750.381,27.77,4,93,163,,,4__7_A____2_IT_1_4_144__304_TI_I_11,,,,4__7_A__,750.377124549853
304,4_359789_158__332_I,20240628,4,359789,008,8,2,1,158,,332,4,TI,I,FERIA DE MADRID,28,079,MADRID,A,Avda del Partenón N 5,20170622,20170626,,4064.644,43.29,4,92,162,,,4__8_____2_IT_1_4_158__332_TI_I_4,,,,4__8___,4064.64718544578
305,4_359788_158__331_I,20240628,4,359788,008,8,1,1,158,,331,5,TI,I,FERIA DE MADRID,28,079,MADRID,A,Avda del Partenón N 5,20170622,20170626,,2214.535,43.29,4,92,162,,,4__8_____1_IT_1_4_158__331_TI_I_5,,,,4__8___,2214.53840261581
306,4_354329_161__337_I,20240628,4,354329,091,9A,1,1,161,,337,3,TI,I,HERRERA ORIA,28,079,MADRID,A,Calle de Valencia de Don Juan N 1,20150325,20150325,,1213.2967,26.81,4,93,227,,,4__9_A____1_IT_1_4_161__337_TI_I_3,,,,4__9_A__,1213.29828394634
307,4_354330_161__338_I,20240628,4,354330,091,9A,2,1,161,,338,22,TI,I,HERRERA ORIA,28,079,MADRID,A,Calle de Valencia de Don Juan N 1,20150325,20150325,,962.976,26.81,4,93,227,,,4__9_A____2_IT_1_4_161__338_TI_I_22,,,,4__9_A__,962.980592371356
308,4_335631_89__182_I,20240628,4,335631,005,5,1,1,89,,182,18,TI,I,OPERA,28,079,MADRID,A,Plaza de Isabel II N 9,20061123,20061124,,496.399,23.38,4,92,31,,,4__5_____1_IT_1_4_89__182_TI_I_18,,,,4__5___,496.39862074444
309,4_335632_89__183_I,20240628,4,335632,005,5,2,1,89,,183,15,TI,I,OPERA,28,079,MADRID,A,Plaza de Isabel II N 9,20061123,20061124,,752.544,23.38,4,92,31,,,4__5_____2_IT_1_4_89__183_TI_I_15,,,,4__5___,752.547570144813
310,4_335631_91__186_I,20240628,4,335631,005,5,1,1,91,,186,20,TI,I,PUERTA DE TOLEDO,28,079,MADRID,A,Gta de Puerta de Toledo N 1,20061123,20061124,,597.455,23.38,4,93,55,,,4__5_____1_IT_1_4_91__186_TI_I_20,,,,4__5___,597.457047361699
311,4_335632_91__187_I,20240628,4,335632,005,5,2,1,91,,187,13,TI,I,PUERTA DE TOLEDO,28,079,MADRID,A,Gta de Puerta de Toledo N 1,20061123,20061124,,881.582,23.38,4,93,55,,,4__5_____2_IT_1_4_91__187_TI_I_13,,,,4__5___,881.580968638879
312,4_362764_104__214_T,20240628,4,362764,061,6-1,1,1,104,,214,29,TI,T,LAGUNA,28,079,MADRID,A,Calle de Cuart de Poblet N 1,20181129,20181201,,783.114,25.65,4,92,83,,,4__6_1____1_IT_1_4_104__214_TI_T_29,,,,4__6_1__,783.11872531936
313,4_362765_104__215_T,20240628,4,362765,062,6-2,1,1,104,,215,29,TI,T,LAGUNA,28,079,MADRID,A,Calle de Cuart de Poblet N 1,20181129,20181201,,691.095,25.57,4,92,83,,,4__6_2____1_IT_1_4_104__215_TI_T_29,,,,4__6_2__,691.096832651348
314,4_362764_105__217_I,20240628,4,362764,061,6-1,1,1,105,,217,2,TI,I,CARPETANA,28,079,MADRID,A,Calle   Vía Carpetana N 141,20181129,20181201,,688.044,25.65,4,93,166,,,4__6_1____1_IT_1_4_105__217_TI_I_2,,,,4__6_1__,688.045707032607
315,4_362765_105__218_I,20240628,4,362765,062,6-2,1,1,105,,218,28,TI,I,CARPETANA,28,079,MADRID,A,Calle   Vía Carpetana N 141,20181129,20181201,,896.849,25.57,4,93,166,,,4__6_2____1_IT_1_4_105__218_TI_I_28,,,,4__6_2__,896.848506837656
316,4_362764_107__222_I,20240628,4,362764,061,6-1,1,1,107,,222,4,TI,I,OPAÑEL,28,079,MADRID,A,Calle del Valle de Oro N 50A,20181129,20181201,,765.092,25.65,4,93,285,,,4__6_1____1_IT_1_4_107__222_TI_I_4,,,,4__6_1__,765.088999659907
317,4_362765_107__223_I,20240628,4,362765,062,6-2,1,1,107,,223,26,TI,I,OPAÑEL,28,079,MADRID,A,Calle del Valle de Oro N 50A,20181129,20181201,,689.24,25.57,4,93,285,,,4__6_2____1_IT_1_4_107__223_TI_I_26,,,,4__6_2__,689.238210963583
318,4_362764_108__224_I,20240628,4,362764,061,6-1,1,1,108,,224,5,TI,I,PLAZA ELIPTICA,28,079,MADRID,A,Plaza de Fernández Ladreda N 2,20181129,20181201,,687.474,25.65,4,90,36,,,4__6_1____1_IT_1_4_108__224_TI_I_5,,,,4__6_1__,687.472167727676
319,4_362765_108__225_I,20240628,4,362765,062,6-2,1,1,108,,225,25,TI,I,PLAZA ELIPTICA,28,079,MADRID,A,Plaza de Fernández Ladreda N 2,20181129,20181201,,961.72,25.57,4,90,36,,,4__6_2____1_IT_1_4_108__225_TI_I_25,,,,4__6_2__,961.717598627018
320,4_362764_110__229_I,20240628,4,362764,061,6-1,1,1,110,,229,7,TI,I,LEGAZPI,28,079,MADRID,A,Plaza de Legazpi N 2B,20181129,20181201,,989.922,25.65,4,92,11,,,4__6_1____1_IT_1_4_110__229_TI_I_7,,,,4__6_1__,989.919117720161
321,4_362765_110__230_I,20240628,4,362765,062,6-2,1,1,110,,230,23,TI,I,LEGAZPI,28,079,MADRID,A,Plaza de Legazpi N 2B,20181129,20181201,,546.851,25.57,4,92,11,,,4__6_2____1_IT_1_4_110__230_TI_I_23,,,,4__6_2__,546.849009243973
322,4_362764_111__231_I,20240628,4,362764,061,6-1,1,1,111,,231,9,TI,I,MENDEZ ALVARO,28,079,MADRID,A,Calle del Ombu N 16,20181129,20181201,,900.391,25.65,4,90,13,,,4__6_1____1_IT_1_4_111__231_TI_I_9,,,,4__6_1__,900.314702167298
323,4_362765_111__232_I,20240628,4,362765,062,6-2,1,1,111,,232,21,TI,I,MENDEZ ALVARO,28,079,MADRID,A,Calle del Ombu N 16,20181129,20181201,,863.781,25.57,4,90,13,,,4__6_2____1_IT_1_4_111__232_TI_I_21,,,,4__6_2__,863.782571173584
324,4_362764_112__233_I,20240628,4,362764,061,6-1,1,1,112,,233,10,TI,I,PACIFICO,28,079,MADRID,A,Calle de Andalucía N 2,20181129,20181201,,860.972,25.65,4,92,53,,,4__6_1____1_IT_1_4_112__233_TI_I_10,,,,4__6_1__,860.974148998795
325,4_362765_112__234_I,20240628,4,362765,062,6-2,1,1,112,,234,20,TI,I,PACIFICO,28,079,MADRID,A,Calle de Andalucía N 2,20181129,20181201,,738.214,25.57,4,92,53,,,4__6_2____1_IT_1_4_112__234_TI_I_20,,,,4__6_2__,738.21609514942
326,4_362764_113__236_I,20240628,4,362764,061,6-1,1,1,113,,236,11,TI,I,CONDE DE CASAL,28,079,MADRID,A,Plaza del Conde de Casal N 3,20181129,20181201,,734.787,25.65,4,92,8,,,4__6_1____1_IT_1_4_113__236_TI_I_11,,,,4__6_1__,734.789373280833
327,4_362765_113__237_I,20240628,4,362765,062,6-2,1,1,113,,237,19,TI,I,CONDE DE CASAL,28,079,MADRID,A,Plaza del Conde de Casal N 3,20181129,20181201,,829.025,25.57,4,92,8,,,4__6_2____1_IT_1_4_113__237_TI_I_19,,,,4__6_2__,829.029504087423
328,4_335631_93__190_I,20240628,4,335631,005,5,1,1,93,,190,22,TI,I,PIRAMIDES,28,079,MADRID,A,Paseo del Doctor Vallejo Nágera N 37,20061123,20061124,,552.653,23.38,4,92,85,,,4__5_____1_IT_1_4_93__190_TI_I_22,,,,4__5___,552.651174597425
329,4_335632_93__191_I,20240628,4,335632,005,5,2,1,93,,191,11,TI,I,PIRAMIDES,28,079,MADRID,A,Paseo del Doctor Vallejo Nágera N 37,20061123,20061124,,757.87,23.38,4,92,85,,,4__5_____2_IT_1_4_93__191_TI_I_11,,,,4__5___,757.870734687115
330,4_335631_94__192_I,20240628,4,335631,005,5,1,1,94,,192,23,TI,I,MARQUES DE VADILLO,28,079,MADRID,A,Gta del Marqués de Vadillo N 4,20061123,20061124,,758.424,23.38,4,93,269,,,4__5_____1_IT_1_4_94__192_TI_I_23,,,,4__5___,758.424747290466
331,4_335632_94__193_I,20240628,4,335632,005,5,2,1,94,,193,10,TI,I,MARQUES DE VADILLO,28,079,MADRID,A,Gta del Marqués de Vadillo N 4,20061123,20061124,,764.067,23.38,4,93,269,,,4__5_____2_IT_1_4_94__193_TI_I_10,,,,4__5___,764.065940170306
332,4_335631_95__194_I,20240628,4,335631,005,5,1,1,95,,194,24,TI,I,URGEL,28,079,MADRID,A,Calle del Camino Viejo de Leganés N 1,20061123,20061124,,764.61,23.38,4,93,358,,,4__5_____1_IT_1_4_95__194_TI_I_24,,,,4__5___,764.609116719096
333,4_335632_95__195_I,20240628,4,335632,005,5,2,1,95,,195,9,TI,I,URGEL,28,079,MADRID,A,Calle del Camino Viejo de Leganés N 1,20061123,20061124,,658.915,23.38,4,93,358,,,4__5_____2_IT_1_4_95__195_TI_I_9,,,,4__5___,658.914853211466
334,4_335631_96__196_I,20240628,4,335631,005,5,1,1,96,,196,25,TI,I,OPORTO,28,079,MADRID,A,Gta del Valle de Oro N 13,20061123,20061124,,658.234,23.38,4,92,16,,,4__5_____1_IT_1_4_96__196_TI_I_25,,,,4__5___,658.23420682858
335,4_335632_96__197_I,20240628,4,335632,005,5,2,1,96,,197,8,TI,I,OPORTO,28,079,MADRID,A,Gta del Valle de Oro N 13,20061123,20061124,,729.981,23.38,4,92,16,,,4__5_____2_IT_1_4_96__197_TI_I_8,,,,4__5___,729.97922446808
336,4_335631_97__198_I,20240628,4,335631,005,5,1,1,97,,198,26,TI,I,VISTA ALEGRE,28,079,MADRID,A,Calle de la Oca N 74,20061123,20061124,,731.653,23.38,4,93,373,,,4__5_____1_IT_1_4_97__198_TI_I_26,,,,4__5___,731.651036234695
337,4_335632_97__199_I,20240628,4,335632,005,5,2,1,97,,199,7,TI,I,VISTA ALEGRE,28,079,MADRID,A,Calle de la Oca N 74,20061123,20061124,,625.196,23.38,4,93,373,,,4__5_____2_IT_1_4_97__199_TI_I_7,,,,4__5___,625.192714879043
338,4_335631_98__200_I,20240628,4,335631,005,5,1,1,98,,200,27,TI,I,CARABANCHEL,28,079,MADRID,A,Gta del Ejército N 1,20061123,20061124,,623.79,23.38,4,93,165,,,4__5_____1_IT_1_4_98__200_TI_I_27,,,,4__5___,623.787230926834
339,4_335632_98__201_I,20240628,4,335632,005,5,2,1,98,,201,6,TI,I,CARABANCHEL,28,079,MADRID,A,Gta del Ejército N 1,20061123,20061124,,590.696,23.38,4,93,165,,,4__5_____2_IT_1_4_98__201_TI_I_6,,,,4__5___,590.695367477286
340,4_362764_115__241_I,20240628,4,362764,061,6-1,1,1,115,,241,13,TI,I,O'DONNELL,28,079,MADRID,A,Calle del Doctor Esquerdo N 47,20181129,20181201,,759.713,25.65,4,93,284,,,4__6_1____1_IT_1_4_115__241_TI_I_13,,,,4__6_1__,759.716841886922
341,4_362765_115__242_I,20240628,4,362765,062,6-2,1,1,115,,242,17,TI,I,O'DONNELL,28,079,MADRID,A,Calle del Doctor Esquerdo N 47,20181129,20181201,,616.142,25.57,4,93,284,,,4__6_2____1_IT_1_4_115__242_TI_I_17,,,,4__6_2__,616.145081970065
342,4_362764_116__243_I,20240628,4,362764,061,6-1,1,1,116,,243,14,TI,I,MANUEL BECERRA,28,079,MADRID,A,Plaza de Manuel Becerra N 1,20181129,20181201,,615.636,25.65,4,91,41,,,4__6_1____1_IT_1_4_116__243_TI_I_14,,,,4__6_1__,615.639323182825
343,4_362765_116__244_I,20240628,4,362765,062,6-2,1,1,116,,244,16,TI,I,MANUEL BECERRA,28,079,MADRID,A,Plaza de Manuel Becerra N 1,20181129,20181201,,741.857,25.57,4,91,41,,,4__6_2____1_IT_1_4_116__244_TI_I_16,,,,4__6_2__,741.860256876169
344,4_362764_117__246_I,20240628,4,362764,061,6-1,1,1,117,,246,15,TI,I,DIEGO DE LEON,28,079,MADRID,A,Calle de Francisco Silvela N 47,20181129,20181201,,737.324,25.65,4,92,66,,,4__6_1____1_IT_1_4_117__246_TI_I_15,,,,4__6_1__,693.981184376228
345,4_362765_117__247_I,20240628,4,362765,062,6-2,1,1,117,,247,15,TI,I,DIEGO DE LEON,28,079,MADRID,A,Calle de Francisco Silvela N 47,20181129,20181201,,698.742,25.57,4,92,66,,,4__6_2____1_IT_1_4_117__247_TI_I_15,,,,4__6_2__,698.744664765049
346,4_362764_118__248_I,20240628,4,362764,061,6-1,1,1,118,,248,16,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,20181129,20181201,,698.133,25.65,4,90,4,,,4__6_1____1_IT_1_4_118__248_TI_I_16,,,,4__6_1__,698.135772450662
347,4_362765_118__249_I,20240628,4,362765,062,6-2,1,1,118,,249,14,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,20181129,20181201,,878.476,25.57,4,90,4,,,4__6_2____1_IT_1_4_118__249_TI_I_14,,,,4__6_2__,878.480418179377
348,4_362764_119__251_I,20240628,4,362764,061,6-1,1,1,119,,251,17,TI,I,REPUBLICA ARGENTINA,28,079,MADRID,A,Calle de Joaquín Costa N 24,20181129,20181201,,879.521,25.65,4,93,312,,,4__6_1____1_IT_1_4_119__251_TI_I_17,,,,4__6_1__,879.525235465716
349,4_362765_119__252_I,20240628,4,362765,062,6-2,1,1,119,,252,13,TI,I,REPUBLICA ARGENTINA,28,079,MADRID,A,Calle de Joaquín Costa N 24,20181129,20181201,,957.069,25.57,4,93,312,,,4__6_2____1_IT_1_4_119__252_TI_I_13,,,,4__6_2__,957.066407315891
350,4_362764_120__253_I,20240628,4,362764,061,6-1,1,1,120,,253,18,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20181129,20181201,,952.678,25.65,4,90,71,,,4__6_1____1_IT_1_4_120__253_TI_I_18,,,,4__6_1__,952.676302782494
351,4_362765_120__254_I,20240628,4,362765,062,6-2,1,1,120,,254,12,TI,I,NUEVOS MINISTERIOS,28,079,MADRID,A,Calle de Raimundo Fernández Villaverde N 67,20181129,20181201,,760.719,25.57,4,90,71,,,4__6_2____1_IT_1_4_120__254_TI_I_12,,,,4__6_2__,760.715728041874
352,4_336192_61__126_I,20240628,4,336192,004,4,1,1,61,,126,8,TI,I,GOYA,28,079,MADRID,A,Calle de Goya N 68,20070410,20070411,,488.21,22.42,4,91,61,,,4__4_____1_IT_1_4_61__126_TI_I_8,,,,4__4___,488.209080066359
353,4_336193_61__127_I,20240628,4,336193,004,4,2,1,61,,127,16,TI,I,GOYA,28,079,MADRID,A,Calle de Goya N 68,20070410,20070411,,575.028,22.42,4,91,61,,,4__4_____2_IT_1_4_61__127_TI_I_16,,,,4__4___,575.030845303629
354,4_336192_60__124_I,20240628,4,336192,004,4,1,1,60,,124,7,TI,I,VELAZQUEZ,28,079,MADRID,A,Calle de Núñez de Balboa N 33,20070410,20070411,,362.51,22.42,4,93,366,,,4__4_____1_IT_1_4_60__124_TI_I_7,,,,4__4___,362.509064083241
355,4_336193_60__125_I,20240628,4,336193,004,4,2,1,60,,125,17,TI,I,VELAZQUEZ,28,079,MADRID,A,Calle de Núñez de Balboa N 33,20070410,20070411,,487.732,22.42,4,93,366,,,4__4_____2_IT_1_4_60__125_TI_I_17,,,,4__4___,487.730993579905
356,4_336192_62__128_I,20240628,4,336192,004,4,1,1,62,,128,9,TI,I,LISTA,28,079,MADRID,A,Calle del Conde de Peñalver N 45,20070410,20070411,,558.569,22.42,4,93,259,,,4__4_____1_IT_1_4_62__128_TI_I_9,,,,4__4___,558.570917890969
357,4_336193_62__129_I,20240628,4,336193,004,4,2,1,62,,129,15,TI,I,LISTA,28,079,MADRID,A,Calle del Conde de Peñalver N 45,20070410,20070411,,559.377,22.42,4,93,259,,,4__4_____2_IT_1_4_62__129_TI_I_15,,,,4__4___,559.38027183979
358,4_336192_63__130_I,20240628,4,336192,004,4,1,1,63,,130,10,TI,I,DIEGO DE LEON,28,079,MADRID,A,Calle de Diego de León N 69,20070410,20070411,,559.484,22.42,4,92,66,,,4__4_____1_IT_1_4_63__130_TI_I_10,,,,4__4___,559.487555000006
359,4_336193_63__131_I,20240628,4,336193,004,4,2,1,63,,131,14,TI,I,DIEGO DE LEON,28,079,MADRID,A,Calle de Diego de León N 69,20070410,20070411,,515.609,22.42,4,92,66,,,4__4_____2_IT_1_4_63__131_TI_I_14,,,,4__4___,515.611763181248
360,4_336192_64__132_I,20240628,4,336192,004,4,1,1,64,,132,11,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,20070410,20070411,,512.458,22.42,4,90,4,,,4__4_____1_IT_1_4_64__132_TI_I_11,,,,4__4___,512.460956876545
361,4_336193_64__133_I,20240628,4,336193,004,4,2,1,64,,133,13,TI,I,AVENIDA DE AMERICA,28,079,MADRID,A,Avda de América N 9A,20070410,20070411,,779.382,22.42,4,90,4,,,4__4_____2_IT_1_4_64__133_TI_I_13,,,,4__4___,779.382849905494
362,4_336192_65__134_I,20240628,4,336192,004,4,1,1,65,,134,12,TI,I,PROSPERIDAD,28,079,MADRID,A,Plaza de la Prosperidad N 4,20070410,20070411,,785.926,22.42,4,93,211,,,4__4_____1_IT_1_4_65__134_TI_I_12,,,,4__4___,785.927932715294
363,4_336193_65__135_I,20240628,4,336193,004,4,2,1,65,,135,12,TI,I,PROSPERIDAD,28,079,MADRID,A,Plaza de la Prosperidad N 4,20070410,20070411,,853.481,22.42,4,93,211,,,4__4_____2_IT_1_4_65__135_TI_I_12,,,,4__4___,853.478886318187
364,4_336192_66__136_I,20240628,4,336192,004,4,1,1,66,,136,13,TI,I,ALFONSO XIII,28,079,MADRID,A,Calle de López de Hoyos N 190,20070410,20070411,,854.036,22.42,4,93,129,,,4__4_____1_IT_1_4_66__136_TI_I_13,,,,4__4___,854.033591771832
365,4_336193_66__137_I,20240628,4,336193,004,4,2,1,66,,137,11,TI,I,ALFONSO XIII,28,079,MADRID,A,Calle de López de Hoyos N 190,20070410,20070411,,636.071,22.42,4,93,129,,,4__4_____2_IT_1_4_66__137_TI_I_11,,,,4__4___,636.070489959391
