OBJECTID,IDTRAMO,FECHAACTUAL,MODO,CODIGOITINERARIO,CODIGOGESTIONLINEA,NUMEROLINEAUSUARIO,SENTIDO,TIPOITINERARIO,CODIGOESTACION,CODIGOPOSTE,CODIGOANDEN,NUMEROORDEN,IDENTIFICADORTIPOPARADA,TIPOPARADA,DENOMINACION,CODIGOPROVINCIA,CODIGOMUNICIPIO,MUNICIPIO,CORONATARIFARIA,DIRECCION,FECHAALTA,FECHAINICIO,FECHAFIN,LONGITUDTRAMOANTERIOR,VELOCIDADTRAMOANTERIOR,MODOLINEA,MODOINTERCAMBIADOR,CODIGOINTERCAMBIADOR,CODPROV_LINEA,CODMUN_LINEA,IDFTRAMO,CODIGOOBSERVACION,CODIGOSUBLINEA,DENOMINACION_SAE,IDFLINEA,Shape__Length
1,4_336284_278__755_I,20240628,4,336284,102,10b,1,1,278,,755,7,TI,I,LA GRANJA,28,006,ALCOBENDAS,B1,Calle de Sepúlveda N 1,20070425,20070426,,2061.13450920886,37.18,4,93,247,,,4__10_B____1_IT_1_4_278__755_TI_I_7,,,,4__10_B__,2061.12544653657
2,4_336285_278__756_I,20240628,4,336285,102,10b,2,1,278,,756,5,TI,I,LA GRANJA,28,006,ALCOBENDAS,B1,Calle de Sepúlveda N 1,20070425,20070426,,1497.63319892205,37.18,4,93,247,,,4__10_B____2_IT_1_4_278__756_TI_I_5,,,,4__10_B__,1497.63644048597
3,4_336284_279__757_I,20240628,4,336284,102,10b,1,1,279,,757,6,TI,I,LA MORALEJA,28,006,ALCOBENDAS,B1,Avda de la Ermita N 5,20070425,20070426,,1325.80051622755,37.18,4,93,249,,,4__10_B____1_IT_1_4_279__757_TI_I_6,,,,4__10_B__,1325.80385311136
4,4_336285_279__758_I,20240628,4,336285,102,10b,2,1,279,,758,6,TI,I,LA MORALEJA,28,006,ALCOBENDAS,B1,Avda de la Ermita N 5,20070425,20070426,,2057.30287248666,37.18,4,93,249,,,4__10_B____2_IT_1_4_279__758_TI_I_6,,,,4__10_B__,2057.29368037392
5,4_336284_280__759_I,20240628,4,336284,102,10b,1,1,280,,759,5,TI,I,MARQUES DE LA VALDAVIA,28,006,ALCOBENDAS,B1,Calle del Marqués de la Valdavia BLQ 21,20070425,20070426,,1514.58431713643,37.18,4,93,268,,,4__10_B____1_IT_1_4_280__759_TI_I_5,,,,4__10_B__,1514.58766029542
6,4_336285_280__760_I,20240628,4,336285,102,10b,2,1,280,,760,7,TI,I,MARQUES DE LA VALDAVIA,28,006,ALCOBENDAS,B1,Calle del Marqués de la Valdavia BLQ 21,20070425,20070426,,1319.07449855973,37.18,4,93,268,,,4__10_B____2_IT_1_4_280__760_TI_I_7,,,,4__10_B__,1319.07775129497
7,4_336284_281__761_I,20240628,4,336284,102,10b,1,1,281,,761,4,TI,I,MANUEL DE FALLA,28,006,ALCOBENDAS,B1,Calle   Manuel de Falla N 59,20070425,20070426,,1108.192303689,37.18,4,93,265,,,4__10_B____1_IT_1_4_281__761_TI_I_4,,,,4__10_B__,1108.18751644467
8,4_336285_281__762_I,20240628,4,336285,102,10b,2,1,281,,762,8,TI,I,MANUEL DE FALLA,28,006,ALCOBENDAS,B1,Calle   Manuel de Falla N 59,20070425,20070426,,1525.36804580127,37.18,4,93,265,,,4__10_B____2_IT_1_4_281__762_TI_I_8,,,,4__10_B__,1525.37141187614
9,4_336280_204__425_I,20240628,4,336280,101,10a,1,1,204,,425,20,TI,I,JOAQUIN VILUMBRALES,28,007,ALCORCON,B1,Avda de la Libertad N 13,20070425,20070426,,3272.36404486616,31.12,4,93,240,,,4__10_A____1_IT_1_4_204__425_TI_I_20,,,,4__10_A__,3272.37796559551
10,4_336281_204__426_I,20240628,4,336281,101,10a,2,1,204,,426,2,TI,I,JOAQUIN VILUMBRALES,28,007,ALCORCON,B1,Avda de la Libertad N 13,20070425,20070426,,721.744,31.12,4,93,240,,,4__10_A____2_IT_1_4_204__426_TI_I_2,,,,4__10_A__,721.747110176267
11,4_336280_205__427_T,20240628,4,336280,101,10a,1,1,205,,427,21,TI,T,PUERTA DEL SUR,28,007,ALCORCON,B1,Avda de la Libertad N 2,20070425,20070426,,723.81886015532,31.12,4,92,307,,,4__10_A____1_IT_1_4_205__427_TI_T_21,,,,4__10_A__,723.820675971683
12,4_332069_209__435_T,20240628,4,332069,121,12-1,1,1,209,,435,29,TI,T,PUERTA DEL SUR,28,007,ALCORCON,B1,Avda de Leganés N 52,20030613,20030411,,3366.349,40.53,4,92,307,,,4__12_1____1_IT_1_4_209__435_TI_T_29,,,,4__12_1__,3366.33128656112
13,4_332070_209__436_T,20240628,4,332070,122,12-2,1,1,209,,436,29,TI,T,PUERTA DEL SUR,28,007,ALCORCON,B1,Avda de Leganés N 52,20030613,20030411,,842.413,40.59,4,92,307,,,4__12_2____1_IT_1_4_209__436_TI_T_29,,,,4__12_2__,842.408495048886
14,4_332069_210__437_I,20240628,4,332069,121,12-1,1,1,210,,437,2,TI,I,PARQUE LISBOA,28,007,ALCORCON,B1,Calle de Porto Lagos N 7,20030613,20030411,,841.921,40.53,4,93,293,,,4__12_1____1_IT_1_4_210__437_TI_I_2,,,,4__12_1__,841.916399282283
15,4_332070_210__438_I,20240628,4,332070,122,12-2,1,1,210,,438,28,TI,I,PARQUE LISBOA,28,007,ALCORCON,B1,Calle de Porto Lagos N 7,20030613,20030411,,1284.994,40.59,4,93,293,,,4__12_2____1_IT_1_4_210__438_TI_I_28,,,,4__12_2__,1284.98978762561
16,4_332069_211__439_I,20240628,4,332069,121,12-1,1,1,211,,439,3,TI,I,ALCORCON CENTRAL,28,007,ALCORCON,B1,Avda de Móstoles N 12,20030613,20030411,,1278.985,40.53,4,92,89,,,4__12_1____1_IT_1_4_211__439_TI_I_3,,,,4__12_1__,1278.98080692998
17,4_332070_211__440_I,20240628,4,332070,122,12-2,1,1,211,,440,27,TI,I,ALCORCON CENTRAL,28,007,ALCORCON,B1,Avda de Móstoles N 12,20030613,20030411,,1564.933,40.59,4,92,89,,,4__12_2____1_IT_1_4_211__440_TI_I_27,,,,4__12_2__,1564.92812966551
18,4_332070_212__442_I,20240628,4,332070,122,12-2,1,1,212,,442,26,TI,I,PARQUE OESTE,28,007,ALCORCON,B1,Calle de Estambul N 5,20030613,20030411,,2614.559,40.59,4,93,294,,,4__12_2____1_IT_1_4_212__442_TI_I_26,,,,4__12_2__,2614.55443431737
19,4_332069_212__441_I,20240628,4,332069,121,12-1,1,1,212,,441,4,TI,I,PARQUE OESTE,28,007,ALCORCON,B1,Calle de Estambul N 5,20030613,20030411,,1566.99,40.53,4,93,294,,,4__12_1____1_IT_1_4_212__441_TI_I_4,,,,4__12_1__,1566.98490289946
20,4_330931_186__389_T,20240628,4,330931,092,9B,1,1,186,,389,6,TI,T,ARGANDA DEL REY,28,014,ARGANDA DEL REY,B3,Paseo de la Estación N 37,20020220,20000107,,3707.895,54.34,4,93,141,,,4__9_B____1_IT_1_4_186__389_TI_T_6,,,,4__9_B__,3707.90246443781
21,4_330931_185__387_I,20240628,4,330931,092,9B,1,1,185,,387,5,TI,I,LA POVEDA,28,014,ARGANDA DEL REY,B3,Parcela   9017 Polígono 1 SN S/N,20020220,20000107,,4371.06,54.34,4,93,251,,,4__9_B____1_IT_1_4_185__387_TI_I_5,,,,4__9_B__,4371.07500584051
22,4_330932_185__388_I,20240628,4,330932,092,9B,2,1,185,,388,2,TI,I,LA POVEDA,28,014,ARGANDA DEL REY,B3,Parcela   9017 Polígono 1 SN S/N,20020220,20000107,,3699.83,54.34,4,93,251,,,4__9_B____2_IT_1_4_185__388_TI_I_2,,,,4__9_B__,3699.83688978616
23,4_359792_287__775_I,20240628,4,359792,072,7b,1,1,287,,775,7,TI,I,BARRIO DEL PUERTO,28,049,COSLADA,B1,Avda de España N 8,20170622,20170626,,691.7971,33.38,4,93,157,,,4__7_B____1_IT_1_4_287__775_TI_I_7,,,,4__7_B__,691.799816457117
24,4_359793_287__776_I,20240628,4,359793,072,7b,2,1,287,,776,2,TI,I,BARRIO DEL PUERTO,28,049,COSLADA,B1,Avda de España N 8,20170622,20170626,,2950.4729,33.38,4,93,157,,,4__7_B____2_IT_1_4_287__776_TI_I_2,,,,4__7_B__,2950.48363835519
25,4_359792_288__777_I,20240628,4,359792,072,7b,1,1,288,,777,6,TI,I,COSLADA CENTRAL,28,049,COSLADA,B1,Calle del Doctor Fleming N 41,20170622,20170626,,1343.4833,33.38,4,92,87,,,4__7_B____1_IT_1_4_288__777_TI_I_6,,,,4__7_B__,1343.4895626886
26,4_359793_288__778_I,20240628,4,359793,072,7b,2,1,288,,778,3,TI,I,COSLADA CENTRAL,28,049,COSLADA,B1,Calle del Doctor Fleming N 41,20170622,20170626,,685.1082,33.38,4,92,87,,,4__7_B____2_IT_1_4_288__778_TI_I_3,,,,4__7_B__,685.110881938446
27,4_359792_289__779_I,20240628,4,359792,072,7b,1,1,289,,779,5,TI,I,LA RAMBLA,28,049,COSLADA,B1,Calle   Honduras N 2,20170622,20170626,,1110.1125,33.38,4,93,252,,,4__7_B____1_IT_1_4_289__779_TI_I_5,,,,4__7_B__,1110.11818453015
28,4_359793_289__780_I,20240628,4,359793,072,7b,2,1,289,,780,4,TI,I,LA RAMBLA,28,049,COSLADA,B1,Calle   Honduras N 2,20170622,20170626,,1350.387,33.38,4,93,252,,,4__7_B____2_IT_1_4_289__780_TI_I_4,,,,4__7_B__,1350.39318712645
29,4_359793_296__1001_C,20240628,4,359793,072,7b,2,1,296,,1001,8,TI,C,HOSPITAL DEL HENARES,28,049,COSLADA,B1,Cmno del Tiro N SN,20170622,20170626,,690.8617,33.38,4,92,232,,,4__7_B____2_IT_1_4_296__1001_TI_C_8,,,,4__7_B__,690.865132962449
30,4_332069_218__453_I,20240628,4,332069,121,12-1,1,1,218,,453,10,TI,I,LORANCA,28,058,FUENLABRADA,B2,Calle de la Alegría N 4,20030613,20030411,,2902.405,40.53,4,93,260,,,4__12_1____1_IT_1_4_218__453_TI_I_10,,,,4__12_1__,2902.39117671577
31,4_332070_218__454_I,20240628,4,332070,122,12-2,1,1,218,,454,20,TI,I,LORANCA,28,058,FUENLABRADA,B2,Calle de la Alegría N 4,20030613,20030411,,2277.269,40.59,4,93,260,,,4__12_2____1_IT_1_4_218__454_TI_I_20,,,,4__12_2__,2277.25857960772
32,4_332069_219__455_I,20240628,4,332069,121,12-1,1,1,219,,455,11,TI,I,HOSPITAL DE FUENLABRADA,28,058,FUENLABRADA,B2,Cmno del Molino N 3,20030613,20030411,,2277.737,40.53,4,92,230,,,4__12_1____1_IT_1_4_219__455_TI_I_11,,,,4__12_1__,2277.72588120519
33,4_332070_219__456_I,20240628,4,332070,122,12-2,1,1,219,,456,19,TI,I,HOSPITAL DE FUENLABRADA,28,058,FUENLABRADA,B2,Cmno del Molino N 3,20030613,20030411,,720.332,40.59,4,92,230,,,4__12_2____1_IT_1_4_219__456_TI_I_19,,,,4__12_2__,720.327369926964
34,4_332069_220__457_I,20240628,4,332069,121,12-1,1,1,220,,457,12,TI,I,PARQUE EUROPA,28,058,FUENLABRADA,B2,Calle de Francia N 34,20030613,20030411,,719.981,40.53,4,93,292,,,4__12_1____1_IT_1_4_220__457_TI_I_12,,,,4__12_1__,719.977001204598
35,4_332070_220__458_I,20240628,4,332070,122,12-2,1,1,220,,458,18,TI,I,PARQUE EUROPA,28,058,FUENLABRADA,B2,Calle de Francia N 34,20030613,20030411,,875.905,40.59,4,93,292,,,4__12_2____1_IT_1_4_220__458_TI_I_18,,,,4__12_2__,875.900683631776
36,4_332069_221__459_I,20240628,4,332069,121,12-1,1,1,221,,459,13,TI,I,FUENLABRADA CENTRAL,28,058,FUENLABRADA,B2,Calle de la Vía SN SN,20030613,20030411,,877.74,40.53,4,92,91,,,4__12_1____1_IT_1_4_221__459_TI_I_13,,,,4__12_1__,877.735778097334
37,4_332070_221__460_I,20240628,4,332070,122,12-2,1,1,221,,460,17,TI,I,FUENLABRADA CENTRAL,28,058,FUENLABRADA,B2,Calle de la Vía SN SN,20030613,20030411,,1303.514,40.59,4,92,91,,,4__12_2____1_IT_1_4_221__460_TI_I_17,,,,4__12_2__,1303.51253278424
38,4_332069_222__461_I,20240628,4,332069,121,12-1,1,1,222,,461,14,TI,I,PARQUE DE LOS ESTADOS,28,058,FUENLABRADA,B2,Calle de Venezuela N 2,20030613,20030411,,1300.089,40.53,4,93,290,,,4__12_1____1_IT_1_4_222__461_TI_I_14,,,,4__12_1__,1300.08769557214
39,4_332070_222__462_I,20240628,4,332070,122,12-2,1,1,222,,462,16,TI,I,PARQUE DE LOS ESTADOS,28,058,FUENLABRADA,B2,Calle de Venezuela N 2,20030613,20030411,,2720.007,40.59,4,93,290,,,4__12_2____1_IT_1_4_222__462_TI_I_16,,,,4__12_2__,2719.99524363049
40,4_332069_223__463_I,20240628,4,332069,121,12-1,1,1,223,,463,15,TI,I,ARROYO CULEBRO,28,065,GETAFE,B1,Paseo de Juan José Rosón N 1,20030613,20030411,,2719.907,40.53,4,93,142,,,4__12_1____1_IT_1_4_223__463_TI_I_15,,,,4__12_1__,2719.89595075238
41,4_332070_223__464_I,20240628,4,332070,122,12-2,1,1,223,,464,15,TI,I,ARROYO CULEBRO,28,065,GETAFE,B1,Paseo de Juan José Rosón N 1,20030613,20030411,,954.156,40.59,4,93,142,,,4__12_2____1_IT_1_4_223__464_TI_I_15,,,,4__12_2__,954.154538291
42,4_332069_224__465_I,20240628,4,332069,121,12-1,1,1,224,,465,16,TI,I,CONSERVATORIO,28,065,GETAFE,B1,Avda de las Arcas del Agua N 5,20030613,20030411,,950.642,40.53,4,93,177,,,4__12_1____1_IT_1_4_224__465_TI_I_16,,,,4__12_1__,950.6401299279
43,4_332070_224__466_I,20240628,4,332070,122,12-2,1,1,224,,466,14,TI,I,CONSERVATORIO,28,065,GETAFE,B1,Avda de las Arcas del Agua N 5,20030613,20030411,,1218.564,40.59,4,93,177,,,4__12_2____1_IT_1_4_224__466_TI_I_14,,,,4__12_2__,1218.56473123058
44,4_332069_225__467_I,20240628,4,332069,121,12-1,1,1,225,,467,17,TI,I,ALONSO DE MENDOZA,28,065,GETAFE,B1,Calle del Greco N 6,20030613,20030411,,1215.894,40.53,4,93,132,,,4__12_1____1_IT_1_4_225__467_TI_I_17,,,,4__12_1__,1215.89461521956
45,4_332070_225__468_I,20240628,4,332070,122,12-2,1,1,225,,468,13,TI,I,ALONSO DE MENDOZA,28,065,GETAFE,B1,Calle del Greco N 6,20030613,20030411,,1311.296,40.59,4,93,132,,,4__12_2____1_IT_1_4_225__468_TI_I_13,,,,4__12_2__,1311.29849502826
46,4_332069_226__469_I,20240628,4,332069,121,12-1,1,1,226,,469,18,TI,I,GETAFE CENTRAL,28,065,GETAFE,B1,Calle  Ferrocarril N 2,20030613,20030411,,1319.163,40.53,4,92,92,,,4__12_1____1_IT_1_4_226__469_TI_I_18,,,,4__12_1__,1319.16614177229
47,4_332070_226__470_I,20240628,4,332070,122,12-2,1,1,226,,470,12,TI,I,GETAFE CENTRAL,28,065,GETAFE,B1,Calle  Ferrocarril N 2,20030613,20030411,,1328.239,40.59,4,92,92,,,4__12_2____1_IT_1_4_226__470_TI_I_12,,,,4__12_2__,1328.23844352103
48,4_332070_227__472_I,20240628,4,332070,122,12-2,1,1,227,,472,11,TI,I,JUAN DE LA CIERVA,28,065,GETAFE,B1,Avda de España N 20,20030613,20030411,,1577.403,40.59,4,93,241,,,4__12_2____1_IT_1_4_227__472_TI_I_11,,,,4__12_2__,1577.40258439216
49,4_332069_227__471_I,20240628,4,332069,121,12-1,1,1,227,,471,19,TI,I,JUAN DE LA CIERVA,28,065,GETAFE,B1,Avda de España N 20,20030613,20030411,,1323.72,40.53,4,93,241,,,4__12_1____1_IT_1_4_227__471_TI_I_19,,,,4__12_1__,1323.71914634043
50,4_332070_228__474_I,20240628,4,332070,122,12-2,1,1,228,,474,10,TI,I,EL CASAR,28,065,GETAFE,B1,Avda del Casar N 2,20030613,20030411,,819.974,40.59,4,92,93,,,4__12_2____1_IT_1_4_228__474_TI_I_10,,,,4__12_2__,819.973899434302
51,4_332069_228__473_I,20240628,4,332069,121,12-1,1,1,228,,473,20,TI,I,EL CASAR,28,065,GETAFE,B1,Avda del Casar N 2,20030613,20030411,,1572.088,40.53,4,92,93,,,4__12_1____1_IT_1_4_228__473_TI_I_20,,,,4__12_1__,1572.08749892003
52,4_332070_229__476_I,20240628,4,332070,122,12-2,1,1,229,,476,9,TI,I,LOS ESPARTALES,28,065,GETAFE,B1,Avda   Rigoberta Menchú N 3,20030613,20030411,,1199.174,40.59,4,93,261,,,4__12_2____1_IT_1_4_229__476_TI_I_9,,,,4__12_2__,1199.17240939753
53,4_332069_229__475_I,20240628,4,332069,121,12-1,1,1,229,,475,21,TI,I,LOS ESPARTALES,28,065,GETAFE,B1,Avda   Rigoberta Menchú N 3,20030613,20030411,,817.647,40.53,4,93,261,,,4__12_1____1_IT_1_4_229__475_TI_I_21,,,,4__12_1__,817.64696575139
54,4_332070_230__478_I,20240628,4,332070,122,12-2,1,1,230,,478,8,TI,I,EL BERCIAL,28,065,GETAFE,B1,Avda   Comandante José Manuel Ripollés N 4,20030613,20030411,,1550.37,40.59,4,93,201,,,4__12_2____1_IT_1_4_230__478_TI_I_8,,,,4__12_2__,1550.36995896295
55,4_332069_230__477_I,20240628,4,332069,121,12-1,1,1,230,,477,22,TI,I,EL BERCIAL,28,065,GETAFE,B1,Avda   Comandante José Manuel Ripollés N 4,20030613,20030411,,1199.883,40.53,4,93,201,,,4__12_1____1_IT_1_4_230__477_TI_I_22,,,,4__12_1__,1199.88151032103
56,4_332070_231__480_I,20240628,4,332070,122,12-2,1,1,231,,480,7,TI,I,EL CARRASCAL,28,074,LEGANES,B1,Avda   Rey Juan Carlos I N 85,20030613,20030411,,1056.813,40.59,4,93,204,,,4__12_2____1_IT_1_4_231__480_TI_I_7,,,,4__12_2__,1056.80820385793
57,4_332069_231__479_I,20240628,4,332069,121,12-1,1,1,231,,479,23,TI,I,EL CARRASCAL,28,074,LEGANES,B1,Avda   Rey Juan Carlos I N 85,20030613,20030411,,1544.318,40.53,4,93,204,,,4__12_1____1_IT_1_4_231__479_TI_I_23,,,,4__12_1__,1544.31855046245
58,4_332069_232__481_I,20240628,4,332069,121,12-1,1,1,232,,481,24,TI,I,JULIAN BESTEIRO,28,074,LEGANES,B1,Avda   Rey Juan Carlos I N 23A,20030613,20030411,,1058.544,40.53,4,93,242,,,4__12_1____1_IT_1_4_232__481_TI_I_24,,,,4__12_1__,1058.53841589696
59,4_332070_232__482_I,20240628,4,332070,122,12-2,1,1,232,,482,6,TI,I,JULIAN BESTEIRO,28,074,LEGANES,B1,Avda   Rey Juan Carlos I N 23A,20030613,20030411,,1367.971,40.59,4,93,242,,,4__12_2____1_IT_1_4_232__482_TI_I_6,,,,4__12_2__,1367.9720681988
60,4_332069_233__483_I,20240628,4,332069,121,12-1,1,1,233,,483,25,TI,I,CASA DEL RELOJ,28,074,LEGANES,B1,Avda   Gibraltar N 11,20030613,20030411,,1363.821,40.53,4,93,168,,,4__12_1____1_IT_1_4_233__483_TI_I_25,,,,4__12_1__,1363.82209228525
61,4_332070_233__484_I,20240628,4,332070,122,12-2,1,1,233,,484,5,TI,I,CASA DEL RELOJ,28,074,LEGANES,B1,Avda   Gibraltar N 11,20030613,20030411,,848.544,40.59,4,93,168,,,4__12_2____1_IT_1_4_233__484_TI_I_5,,,,4__12_2__,848.542984179596
62,4_332069_234__485_I,20240628,4,332069,121,12-1,1,1,234,,485,26,TI,I,HOSPITAL SEVERO OCHOA,28,074,LEGANES,B1,Avda   Orellana N 3,20030613,20030411,,852.28,40.53,4,92,234,,,4__12_1____1_IT_1_4_234__485_TI_I_26,,,,4__12_1__,852.279006914492
63,4_332070_234__486_I,20240628,4,332070,122,12-2,1,1,234,,486,4,TI,I,HOSPITAL SEVERO OCHOA,28,074,LEGANES,B1,Avda   Orellana N 3,20030613,20030411,,1089.877,40.59,4,92,234,,,4__12_2____1_IT_1_4_234__486_TI_I_4,,,,4__12_2__,1089.87654746538
64,4_332069_235__487_I,20240628,4,332069,121,12-1,1,1,235,,487,27,TI,I,LEGANES CENTRAL,28,074,LEGANES,B1,Calle  Virgen del Camino N 1,20030613,20030411,,1100.396,40.53,4,92,88,,,4__12_1____1_IT_1_4_235__487_TI_I_27,,,,4__12_1__,1100.39497603388
65,4_332070_235__488_I,20240628,4,332070,122,12-2,1,1,235,,488,3,TI,I,LEGANES CENTRAL,28,074,LEGANES,B1,Calle  Virgen del Camino N 1,20030613,20030411,,1170.18,40.59,4,92,88,,,4__12_2____1_IT_1_4_235__488_TI_I_3,,,,4__12_2__,1170.1807693895
66,4_332069_236__489_I,20240628,4,332069,121,12-1,1,1,236,,489,28,TI,I,SAN NICASIO,28,074,LEGANES,B1,Avda   Mar Mediterráneo SN SN,20030613,20030411,,1164.882,40.53,4,93,338,,,4__12_1____1_IT_1_4_236__489_TI_I_28,,,,4__12_1__,1164.88289532696
67,4_332070_236__490_I,20240628,4,332070,122,12-2,1,1,236,,490,2,TI,I,SAN NICASIO,28,074,LEGANES,B1,Avda   Mar Mediterráneo SN SN,20030613,20030411,,3368.456,40.59,4,93,338,,,4__12_2____1_IT_1_4_236__490_TI_I_2,,,,4__12_2__,3368.43786601456
68,4_343166_305__1122_T,20240628,4,343166,011,11,1,1,305,,1122,7,TI,T,LA FORTUNA,28,074,LEGANES,B1,Calle   San José N 40,20101008,20101005,,2357.2088,26.52,4,93,245,,,4__11_____1_IT_1_4_305__1122_TI_T_7,,,,4__11___,2357.20290993013
69,4_367771_25__55_I,20240628,4,367771,001,1,2,1,25,,55,6,TI,I,SIERRA DE GUADALUPE,28,079,MADRID,A,Avda de la Democracia N 1,20220217,20220131,,482.366086617047,22.96,4,91,49,,,4__1_____2_IT_1_4_25__55_TI_I_6,,,,4__1___,482.368352770245
70,4_367770_25__54_I,20240628,4,367770,001,1,1,1,25,,54,28,TI,I,SIERRA DE GUADALUPE,28,079,MADRID,A,Avda de la Democracia N 1,20220217,20220131,,1344.99593007363,22.96,4,91,49,,,4__1_____1_IT_1_4_25__54_TI_I_28,,,,4__1___,1344.99655027886
71,4_367771_26__57_I,20240628,4,367771,001,1,2,1,26,,57,5,TI,I,VILLA DE VALLECAS,28,079,MADRID,A,Paseo de Federico García Lorca N 2,20220217,20220131,,804.798848625823,22.96,4,93,370,,,4__1_____2_IT_1_4_26__57_TI_I_5,,,,4__1___,804.802212651108
72,4_367770_26__56_I,20240628,4,367770,001,1,1,1,26,,56,29,TI,I,VILLA DE VALLECAS,28,079,MADRID,A,Paseo de Federico García Lorca N 2,20220217,20220131,,483.080889681132,22.96,4,93,370,,,4__1_____1_IT_1_4_26__56_TI_I_29,,,,4__1___,483.083169868762
73,4_363175_145__305_I,20240628,4,363175,071,7a,1,1,145,,305,15,TI,I,ISLAS FILIPINAS,28,079,MADRID,A,Calle de Cea Bermúdez N 54,20190308,20190323,,750.736,27.77,4,93,238,,,4__7_A____1_IT_1_4_145__305_TI_I_15,,,,4__7_A__,750.732663714011
74,4_363176_145__306_I,20240628,4,363176,071,7a,2,1,145,,306,10,TI,I,ISLAS FILIPINAS,28,079,MADRID,A,Calle de Cea Bermúdez N 54,20190308,20190323,,1459.635,27.77,4,93,238,,,4__7_A____2_IT_1_4_145__306_TI_I_10,,,,4__7_A__,1459.63403410516
75,4_363175_146__307_I,20240628,4,363175,071,7a,1,1,146,,307,16,TI,I,GUZMAN EL BUENO,28,079,MADRID,A,Calle de Guzmán el Bueno N 118,20190308,20190323,,1468.397,27.77,4,93,225,,,4__7_A____1_IT_1_4_146__307_TI_I_16,,,,4__7_A__,1468.39618590903
76,4_363176_146__308_I,20240628,4,363176,071,7a,2,1,146,,308,9,TI,I,GUZMAN EL BUENO,28,079,MADRID,A,Calle de Guzmán el Bueno N 118,20190308,20190323,,1123.902,27.77,4,93,225,,,4__7_A____2_IT_1_4_146__308_TI_I_9,,,,4__7_A__,1123.90744335913
77,4_363175_147__309_I,20240628,4,363175,071,7a,1,1,147,,309,17,TI,I,FRANCOS RODRIGUEZ,28,079,MADRID,A,Avda de Pablo Iglesias N 87,20190308,20190323,,1124.824,27.77,4,93,215,,,4__7_A____1_IT_1_4_147__309_TI_I_17,,,,4__7_A__,1124.82938333075
78,4_363176_147__310_I,20240628,4,363176,071,7a,2,1,147,,310,8,TI,I,FRANCOS RODRIGUEZ,28,079,MADRID,A,Avda de Pablo Iglesias N 87,20190308,20190323,,1210.813,27.77,4,93,215,,,4__7_A____2_IT_1_4_147__310_TI_I_8,,,,4__7_A__,1210.81664057874
79,4_363175_149__313_I,20240628,4,363175,071,7a,1,1,149,,313,19,TI,I,ANTONIO MACHADO,28,079,MADRID,A,Calle de Valderrodrigo N 55,20190308,20190323,,886.558,27.77,4,93,139,,,4__7_A____1_IT_1_4_149__313_TI_I_19,,,,4__7_A__,886.559348245028
80,4_363176_149__314_I,20240628,4,363176,071,7a,2,1,149,,314,6,TI,I,ANTONIO MACHADO,28,079,MADRID,A,Calle de Valderrodrigo N 55,20190308,20190323,,660.992,27.77,4,93,139,,,4__7_A____2_IT_1_4_149__314_TI_I_6,,,,4__7_A__,660.994700029932
81,4_363175_150__315_I,20240628,4,363175,071,7a,1,1,150,,315,20,TI,I,PEÑAGRANDE,28,079,MADRID,A,Cmno de Ganapanes N 35,20190308,20190323,,655.011,27.77,4,93,296,,,4__7_A____1_IT_1_4_150__315_TI_I_20,,,,4__7_A__,655.012813833689
82,4_363176_150__316_I,20240628,4,363176,071,7a,2,1,150,,316,5,TI,I,PEÑAGRANDE,28,079,MADRID,A,Cmno de Ganapanes N 35,20190308,20190323,,550.938,27.77,4,93,296,,,4__7_A____2_IT_1_4_150__316_TI_I_5,,,,4__7_A__,550.941250264747
83,4_363175_152__319_I,20240628,4,363175,071,7a,1,1,152,,319,22,TI,I,LACOMA,28,079,MADRID,A,Calle de Riscos de Polanco N 3,20190308,20190323,,679.682,27.77,4,93,253,,,4__7_A____1_IT_1_4_152__319_TI_I_22,,,,4__7_A__,679.685251030818
84,4_363176_152__320_I,20240628,4,363176,071,7a,2,1,152,,320,3,TI,I,LACOMA,28,079,MADRID,A,Calle de Riscos de Polanco N 3,20190308,20190323,,705.1693,27.77,4,93,253,,,4__7_A____2_IT_1_4_152__320_TI_I_3,,,,4__7_A__,705.169297749245
85,4_363175_153__321_I,20240628,4,363175,071,7a,1,1,153,,321,23,TI,I,ARROYOFRESNO,28,079,MADRID,A,Calle de Federica Montseny N 2,20190308,20190323,,705.1202,27.77,4,,,,,4__7_A____1_IT_1_4_153__321_TI_I_23,,,,4__7_A__,705.12018193426
86,4_363176_153__322_I,20240628,4,363176,071,7a,2,1,153,,322,2,TI,I,ARROYOFRESNO,28,079,MADRID,A,Calle de Federica Montseny N 2,20190308,20190323,,565.6366,27.77,4,,,,,4__7_A____2_IT_1_4_153__322_TI_I_2,,,,4__7_A__,565.636602624331
87,4_363175_154__323_T,20240628,4,363175,071,7a,1,1,154,,323,24,TI,T,PITIS,28,079,MADRID,A,Ctra a la Estación de Pitis N 19,20190308,20190323,,570.9749,27.77,4,93,86,,,4__7_A____1_IT_1_4_154__323_TI_T_24,,,,4__7_A__,570.974874406525
88,4_367771_27__59_I,20240628,4,367771,001,1,2,1,27,,59,4,TI,I,CONGOSTO,28,079,MADRID,A,Calle del Congosto N 48,20220217,20220131,,601.331659011156,22.96,4,93,176,,,4__1_____2_IT_1_4_27__59_TI_I_4,,,,4__1___,601.33323166764
